literature,label
دخترم چشمانت مثل دو قلب روشن به دنیای اطرافت نور می‌بخشند لبخندت نقش خنجری تیز در دلم دارد هر روز با شادی و خوشبختی مرا نو می‌سازد,دختر
دخترم تو گلی هستی در بین انبار گلها با رنگین‌کمانی از خوش‌بویی و صدای لطافت صدای آرام و دلنشینت مرا به خواب می‌برد و در روزهای سخت، با امید به روحم نفس می‌دهی,دختر
تو دختری با روح پاک و پر از عشق به هر نقطه‌ای از دنیا، آرامش و صلح می‌بخشی تقویت قدرت زنان و ایستادگی در برابر مشکلات و با همه قدرتت، به رویایت دنیایی بهتر می‌بخشی,دختر
دختر من، تو عزیزی که در قلبم جا داری با هر چالشی که می‌روی، قوی‌تر می‌شوی امیدوارم در زندگیت تمام آرزوهایت برآورده شود و همیشه در راه رسیدن به بهترین خود پیش بروی,دختر
دختری به دنیا آمد با شیرین ترین خنده گلی باغچه‌ی زندگی، برافروخته از برگ‌های زیبا زیبایی و زهرآگینی در چشمانت پنهان است و در دستانت قدرتی نهایت، مانند شاهکار طبیعت,دختر
به دختری که با همه‌ی امیدها به دنیا خیره می‌شود با روحی پر از خیالات شیرین، به کاوش دنیا پرداخته‌ای نماینده‌ای از آرمان‌ها و رویاهای همه جوانان دختر من، تو ستاره‌ای در میهن خاطرات و پیروزی‌ها,دختر
امیدوارم همیشه با لبخندی بر لب، جهان را به رنگ خود نقاشی کنی با شجاعت و اعتماد به نفس، همیشه به عالمی بهتر رسی دختر من، تو بزرگترین هدیه‌ی زندگی برای من هستی و همیشه در قلب و ذهنم دوام خواهی داشت.,دختر
دختری با وجودی مانند آفتاب در آسمان خورشید روشن است که از چشمانت می‌تابد در دلت پنهان یک دریای عشق جاری است مثل نسیمی خوشبو و آرامش‌بخش، دل ما را لرزانده‌ای,دختر
یلدا،کنار بستر تو خواب می‌رود یلدا،کنار بستر تو رقص می‌کند یلدا،منم که موی تو را شانه می‌کشد یلدا که در سرسر تو رقص می‌کند,شب یلدا
یلدا یعنی یادمان باشد که زندگی آن قدر کوتاه است که یک دقیقه بیشتر با هم بودن را باید جشن گرفت. یلدایتان مبارک,شب یلدا
بوی یلدا را میشنوی؟ انتهای خیابان آذر باز هم قرار عاشقانه پاییز و زمستان. قراری طولانی به بلندای یک شب. شب عشق بازی برگ و برف پاییز چمدان به دست ایستاده عزم رفتن دارد آسمان بغض کرده و میبارد. خدا هم میداند عروس فصل ها چقدر دوست داشتنیست کاسه ای آب میریزم پشت پای پاییز و تمام میشود پاییز، ای آبستن روزهای عاشقی، رفتنت به خیر سفرت بی خطر,شب یلدا
آسمان رنگ شب یلدا گرفت یاد تو آمد به قلبم جا گرفت تا سحر غم با دلم همخانه بود از فراغ تو دلم دیوانه بود,شب یلدا
امشب، میوه سربسته حرف هایمان را روبه روى هم مى گذاریم تا طعم شیرین دوستى را به کام زمستانى روزگار بچشانیم.,شب یلدا
پاییز هزار رنگ می‌رود و زمستان سپید رنگ از راه می‌رسد و در این میان شبی است بلند به بلندای یک فرهنگ آئینی رنگارنگ به سان پاییز و درون مایه‌ای سپید به رنگ زمستان شب یلدا، شب کنار هم بودن‌ها بر شما مبارک,شب یلدا
امشب آخرین دقیقه آذرماه را ورق می زنیم و شمع های روشن زرد پاییز را فوت می کنیم. شب آغاز زمستان است، چراغ خانه ها هنوز بیدارند و خانه نشینان گرد آتش گرم دوستی، نشسته اند و خاطرات دیروز را پلک می زنند. آن طرف هندوانه ای که ضربات چاقو خون سرخش را جاری کرده و این طرف مادر بزرگ که تسبیح فیروزه ای رنگش را بارها مرور می کند. همه گرد هم آمده اند تا از روزهای خوب خدا سخن بگویند و به بهانه یلدا این طولانی ترین شب سال، فارغ از پیچ و خم های زندگی همدیگر را به شنیدن خاطرات خوب خویش میهمان کنند.,شب یلدا
شب یلدا همیشه جاودانی است زمستان را بهارزندگانی است شب یلدا شب فر و کیان است نشان ازسنت ایرانیان است یلدا مبارک,شب یلدا
چه پاییزی، چه احساسی، چجوری میتپه قلبم زمستون میرسه از راه و من عاشق تر از قبلم,شب یلدا
یلدا، تو که مى آیى، بزرگ ترهاى شاید فراموش شده، دوباره به جوان ترهاى مهمان، به گرمى لبخند مى زنند.,شب یلدا
یلدا، مجالى است براى تکرار هر آنچه روزگارى، سرمشق خوبى هایمان بوده اند و امروز بر روى طاقچه عادت هایمان غبار مى گیرند.,شب یلدا
میان همهمه برگ های خشک پاییز فقط تو ماندی که هنوز از بهار لبریزی روزهای آخر پاییزت پر از خش خش آرزوهای قشنگ پیشاپیش یلدا مبارک,شب یلدا
هندوانه رویاهایتان شیرین انار موفقیت‌هایتان پر دانه پسته خاطراتتان خندان قصه زندگی‌تان خوش و عمرتان چون یلدا بلند باد شب یلدا مبارک,شب یلدا
تفاوت تنها در یک دقیقه نیست در دور هم بودن، در صمیمیت، در سرور و شادی است که شب یلدا را از هر شب دیگری متمایز کرده است یلدا شب خاطره هاست این شب را دریاب,شب یلدا
یلدا یعنی یک دوستت دارمِ طولانی از لب ‌هایی که یک سال سکوت کرده بودند یلدا یعنی یک بوسه‌ ی طولانی از لبی به‌ رنگِ انار یلدا یعنی تو را یک دقیقه بیشتر داشتن,شب یلدا
آری خورشید ثابت کرد حتی طولانی ترین شب نیز با اولین تیغ درخشان نور به پایان می رسد، حتی اگر به بلندای یلدا باشد بیدار و امیدوار باش خورشیدی در راه است,شب یلدا
امشب چه طولانی، ولی عاشقانه و پرنور است. شب روشن پر امیدی است که باید در ازدحام نگاه های مهربان بنشینیم و لبخند را به خوبی بدانیم. بنشینیم نفس هامان را با هم یک دل کنیم و خاطرات سرشار را از میان سینه هامان بیرون بریزیم تا خانه ها روشن شود. شمع ها را امشب کنار شب نشینی سرور، با شعله نوازش دل برافروزیم. سفره ها را از مائده دعای خیر پر کنیم و در جیب های یکدیگر نقل و نبات مهر بریزیم. سر بلند کنیم به سمت ستاره ها. بوسه برای آسمان برکت خیز زندگی بفرستیم و آواز زمستانه ای برای آغاز فصل تازه بخوانیم؛ آوازی به رنگ و رونق حیات راستین. لبخند بزنیم. شب همچنان ادامه دارد.,شب یلدا
یلدا عزیزِ مصرِ فصل هاست، از هر جا نشانی دارد زردی موهایش از مادرش پاییز سفیدی چهره اش از پدرش زمستان و زیبایی حضورش از بهار است گرمای تابستانی اش اما زیر کُرسی ها پنهان می شود,شب یلدا
عمرتون صد شب یلدا دلتون قدر یه دنیا توی این شبهای سرما یادتون همیشه با ما دل خوش باشه نصیبت غم بمونه واسه فردا,شب یلدا
روی گل شما به سرخی انار شب شما به شیرینی هندوانه خندتون مانند پسته و عمرتون به بلندی یلدا شب یلدا مبارک,شب یلدا
بیا ای دل کمی وارونه گردیم برای هم بیا دیوونه گردیم شب یلدا شده نزدیک ای دوست برای هم بیا هندونه گردیم شب یلدا مبارک,شب یلدا
چنین با شور و نغمه، شعر و دستان خرامان می‌رسد از ره زمستان شمردم من ز چله تا به نوروز نمانده هیچ؛ جز هشتاد و نه روز کنون معکوس بشمارید یاران که در راه است فصل نوبهاران,شب یلدا
خورشیدِ فردا کمی در تأخیر است؛ که امشب را در طولانی ترین لحظات باهم بودن پر از رمز و راز عاشقانه حیات کنیم؛ پر از نیایش خویشاوندی و هم‎دلی. یاد کنیم از پرواز های گذشته، از سفرهای تعالی، معجزات مکرر عمر. یاد کنیم از روزگار همیشه در شتاب، زندگانی پر رمز و راز. یکدیگر را فراخوانیم به سمت یک رنگی، به سمت عشق؛ که عمر نمی ایستد؛ که لحظه، گریزان است و با هم بودن غنیمتی است فرار.,شب یلدا
یلدا فرصتی است برای دیدارها، وقتی کشاکش روزگار تو را از دیدار آنان که به چشمان تو نیازمندند، بازمی دارد. آتش گرم و کرسی خانه مادربزرگ ما را به گرد خویش آورده و گرمایش را با ما تقسیم می کند تا در زمستان سر در راه، به یاد چون امشبی همیشه گرم گرم بمانیم، در میان تقویم ورق خورده پدر بزرگ، سیاووش را می بینیم که از آزمون آتش سربلند بیرون می آید و پدربزرگ چه باشکوه داستان او را می گوید.,شب یلدا
نمی دانم چه رازی در دل یلدا نهفته است که در حوالی این شب طولانی دلم هوای بچگی هایم را می کند و یک دنیا خاطره قشنگ از دورترین خوشی هایم به وجودم سرازیر می شود یلدا شب شادمانی است یلدایت شادمان باد,شب یلدا
در لا‌به‌لای این شب یلدائی قشنگ جمع پلنگ در بدنت خیره می‌شود مهتاب نور خویشتن از یاد می‌برد وفتی به روشنای تنت خیره می‌شود,شب یلدا
عمق چشم هات قصه ی هزار و یک شب یلداست تمام نمی شود هر چه می خوانم یلدات مبارک,شب یلدا
با حضور گرم تو حتی بلندترین شب سال هم به کوتاهی یک چشم بر هم زدن مکث می کند اما نبودنت امان از شب های نبودنت که یلداترین شب ها هستند,شب یلدا
از یلدا بپرس راز شب زنده داری عاشقان را. از یلدا بپرس که چگونه ستارگان بلندبخت، از آغاز زمین بی وقفه در شب ها سوسو زده و چراغ راه زندگی بوده اند. بپرس که امید به دیدار صبح و ظفر چه اصالتی دارد؛ پیروزی نور بر تاریکی را چه حکمتی است؛ چیرگی امید بر نومیدی و ظلمت چه حقیقتی است؟ یلدا می داند که انهدام سلطه تاریکی چگونه است. شاهد همیشگی زمستان است یلدا؛ که مژده دوباره رسیدن بهار را در طویل ترین و چراغانی ترین شب زمین ندا می دهد.,شب یلدا
فرصت بخواهیم از عشق، از هستی، از خالق. فرصت بخواهیم که در تک تک آینه های زمین، تجربه های عزیز را ببینیم؛ که تک تک شب های عمر را در لباس خوش بختی به صبح برسانیم؛ که کوکب های اشاره گر شب های جهان را قدر بدانیم و هر آنچه طلوع سپیده را تقدیس کنیم. فرصتی بخواهیم که باشیم و صلح در ما باشد. خورشید بی وقفه در ما باشد و تبرک نصیب دست های ما باشد. شب هنوز ادامه دارد. بیدار بمانیم که تا رسیدن نور تمام تاریکی‎های خود را از پنجره بیرون اندازیم. به استقبال سپیده فردا نام های یکدیگر را در شب نشینی شعف با مهر صدا بزنیم,شب یلدا
یلدای طولانی سال، بهترین مجال برای نیم نگاهی کوتاه به لحظه هاست؛ لحظه هایی که در سرعت عبور، خلاصه می شوند و می گذرند و این گذشتن، بهترین پیام برای زیبا زیستن ماست؛ زیرا شیرینی در کنار هم بودن لبخندهای امروز، هزار بار بهتر از اشک حسرت ریختن بر مزار جدایی های فرداست.,شب یلدا
شب یلداست؛ شبى که در آن انار محبت دانه مى شود و سرخى عشق و عاطفه، نثار کاسه هاى لبریز از شوق ما؛ شبى که داغى نگاه هاى زیباى بزرگ ترها در چشمان کودکان اوج مى گیرد و بالا مى رود.,شب یلدا
هنوزم دست من سرده هنوز آغوش من تنهاست همه شب هام بدون تو  برای من شب یلداست,شب یلدا
شب شادی و شور و مهربانی است زمان همدلی و همزبانی است در آن دیدارها تا تازه گردد محبت نیز بی اندازه گردد به هر جا محفلی گرم و صمیمی است که مهمانی در ان رسمی قدیمی است,شب یلدا
قدمی مانده به یلدا به شب خاطره انگیز و بلند به سپیدی زمستان و اناری که دلش قصه ی یکرنگی هاست یلدا یتان مبارک,شب یلدا
باور به نور و روشنایی است ، که شام تیره ،از دل شب یلدا جشن مهر و روشنایی به ما هدیه میدهد یلدایتان مبارک,شب یلدا
یلدا، تو را دوست دارم، به اندازه همه ستاره هایى که در چشم هایت مى درخشند، اى خواستنى ترینِ شب ها! طعم تو، به اندازه همه صبح هاى دل انگیز آفتابى بهار، شیرین است.,شب یلدا
وقتی باید بدون تو سر کرد چه سود یک دقیقه بیشتر؟ تنها دقیقه ای شبی را به بلندترین شب سال مبدل میسازد یا به تعبیری دیگر دقیقه ای به شبی منزلت یلدا شدن بخشید اینست معمای هستی اینست راز برتر شدن تنها به قدر دقیقه ای قدی قدمی و  یاقدرو منزلتی حتی پنهانی. شب یلدا شبیست که به قدر دقیقه ای بیشتر بودنش منزلت خاص بودن به خود گرفت و میتوان با کنار هم بودن شاد بودن احساس نهفته شب را لمس کرد و دقیقه ها را بوسید اما دل گرفت میان سطرهای شادی باید پرانتزی باز کرد و نوشت افسوس که در این شب تو دل خیلیا غم بیدارتر از هر شب دیگریست و این دلها یک دقیقه بیشتر باید باغم سرکنن پازل زندگی خیلیا جاهای خالی زیادی داره مثل نبود عزیزان مثل نبود خیلی از بودن ها…که جای خالیش شده جا واسه حسرتها و عقده ها و غم ها و گله ها و خورده های دل شکسته بچه ها. مختصر بگم تو اوج شادی یاد غم دیگران باشیم و برای شادی دلشون از ته قلب خدارو صدا کنیم تا دلشون شاد بشه حتی اندازه همون یک دقیقه که به شبی اینگونه منزلت داد. شب یلداتون مبارک.,شب یلدا
یلدا بهانه ای است، بهانه ای، تا ما از فرمان کانال های پر پیچ و خم سیم های ارتباطات بگذریم و لحظه های قشنگ با هم بودن را به هیجان سریال های زندگی شیشه ای ، بدل نکنیم.,شب یلدا
شب یلداست؛ شبى که در آن انار محبت دانه مى شود و سرخى عشق و عاطفه، نثار کاسه هاى لبریز از شوق ما؛ شبى که داغى نگاه هاى زیباى بزرگ ترها در چشمان کودکان اوج مى گیرد و بالا مى رود.,شب یلدا
یلداست، باد موی تو را شانه می‌کند مویت نماد حلقه‌ی از دار می‌شود گیسو به هم زدی و زلیخا ترین شدی یوسف تو را ز چاه خریدار می‌شود,شب یلدا
یلدا يعنی بهانه ای براي در کنار هم شاد بودن و زندگی يعني همين بهانه هاي کوچک گذرا پیشاپیش شب یلدا مبارک,شب یلدا
یلدا، بهانه ای است تا پندها و تجربه های ارزشمند پدربزرگ ها و مادربزرگ هایی را که در پس وقت نداشتن ها و بی حوصلگی های کوچک ترها مدفون مانده اند، زنده کنیم.,شب یلدا
یلدا، مجالی است برای تکرار هر آنچه روزگاری، سرمشق خوبی هایمان بوده اند و امروز بر روی طاقچه عادت هایمان غبار می گیرند و فراموش می شوند. مجالی است برای دیدن عزیزانی که تصویر و صدایشان در پس مشغله های زندگی رنگ باخته اند. مجالی است برای نشستن لبخند بر لبان کودکان، در آغوش پر مهر بزرگ ترها. یلدا مجالی است؛ مجالی برای من، مجالی برای تو، تا همگی، لحظه های شیرین با هم بودن را تجربه کنیم.,شب یلدا
یلداست بگذاریم هر چه تاریکی هست هرچه سرما و خستگی هست تا سحر از وجودمان رخت بربندد امشب بیداری را پاس داریم تا فردایی روشن راهی دراز باقیست شب یلدا مبارک,شب یلدا
هر چه از روشنی و سرخی داریم برداریم کنار هم بنشیینیم و بگذاریم که دوستی ها سدی باشند در برابر تاریکی ها یلدایتان رویایی روزهایتان پر فروغ،شبهایتان ستاره باران,شب یلدا
شب یلدا و وصف بی مثالش خداوندا مخواه، هرگز زوالش شب یلدا فراتر از همه شب نبینم هیچ کس افتاده در تب,شب یلدا
یلدا دوباره شعر و غزل را بهانه کرد با چند جمله‌ی متغیر  بدون حرف با ساختار ذهنیتی پوچ و منحرف مبهوت در سپیدی دستان خیس برف,شب یلدا
آتش گرفته دفتر شعرم به اسم تو فالی نمانده تا به تو یلدایی اش کنم بی خود به فال نیک نگیر این ترانه را عشقی نمانده تا به تو لیلایی‌اش کنم,شب یلدا
ما حال خویش را بی سرو بی پا نوشته ایم روز فراق را شب یلدا نوشته ایم,شب یلدا
چه سخاوتمند است پاییز که شکوه بلندترین شبش را عاشقانه پیشکش تولد زمستان می کند,شب یلدا
یلدا می‌آید تا خوبی‌ها را به یاد ما بیاورد وگرنه یک دقیقه که به جایی نمی‌خورد. یلدا رسم نیاکانمان یعنی آیین دور هم جمع شدن و نزدیکی دل‌ها را به ما می‌آموزد. عزیزترینم! یلدا را از صمیم قلب به تو تبریک می‌گویم.,شب یلدا
شام هجران تو تشریف به هر جا ببرد در پس و پیش هزاران شب یلدا ببرد,شب یلدا
من از روز جـزا واقـف نبـودم شــب یلـــدای هجــران آفریـدنـد,شب یلدا
روز فراق تو که نبینم جمال تو با من حکایت شب یلدا کند همی,شب یلدا
شب یلداست هر تاری ز مویت، وین عجب کاری که من روزی نمی‌بینم، خود این شب‌های یلدا را,شب یلدا
شب یلدا می دونی خیلی درازه یه شب سرده پُر از رمزه و رازه فصل پاییز برگای درختُ ریخته رنگ برگا چه قشنگه خیلی نازه صحبت از فصل زمستون،برف و سرماس خبراز شیطنتای ننه سرماس همه امشب می شینیم قصه می گیم قصه های شاد و شیرین، بی غم و غصه می گیم هندونه، انار و آجیل اگه باشه می خوریم شعرای شاد و قشنگی واسه ی هم می خونیم شب یلدا پُره از خاطره هاس شب قصه های شیرین واسه ی ما بچه هاس,شب یلدا
دوست دارم در این طولانی‌ترین شب سال فریاد بزنم قدر تو را نه یک دقیقه بیشتر از قبل، هزاران دقیقه بیشتر می‌دانم. یاد تو هزاران بار در جانم تکرار می‌شود. دوستت دارم و یلدا را به تو تبریک می‌گویم.,شب یلدا
پاییز را قدم قدم پیمودیم تا به یلدا برسیم. به طولانی‌ترین شب سال تا آن را در کنار یکدیگر جشن بگیریم. خوشحالم که تندرست به شب یلدا رسیدی. عمرت چون شب یلدا طولانی باد. یلدایت مبارک.,شب یلدا
منت زلف تو طوق گردنم بادا کزو حال دل‌ها بر تو در شب‌های یلدا روشن است,شب یلدا
چنین با شور و نغمه  شعر و دستان خرامان می‌رســد از ره زمستان شمردم مـن ز چله تا به نـــوروز نمانده هیچ جز هشتاد و نه روز کنـــــون معکــوس بشمارید یاران که در راه است فصـــل نوبهاران,شب یلدا
این قافله عمر عجب می گذرد دریاب دمی که با طرب می گذرد ساقی غم فردای حریفان چه خوری پیش آر پیاله را که شب می گذرد یلداتون مبارک,شب یلدا
فردا شروع فصل سرمای زمستان است و یلدا استقبال گرم است از این همه سرما تا بگوییم دل‌های ما حتی در سردترین روزها از مهر و محبت گرم است. الهی در آستانه زمستان دلگرم و خوش باشی. یلدا مبارک.,شب یلدا
دعا می‌کنم امشب اگر فال حافظ زدی، زیباترین شعرش پیش رویت گشوده شود، شعری که محبت را به و دوست داشتن را یادت بیاورد. شعری که به زیبایی تو باشد. یلدایت زیبا باد.,شب یلدا
یک دقیقه بیشتر برایِ آرزوهایمان بیا این یلدا اینچنین آرزو کنیم: آرزوهایِ من هرچه که هست باشد؛ تو خدایِ من مثلِ دانه‌های انارت. آن شیرین‌ترین هایش را برایمان براورده کن به بلندایِ این شب برایِ من و هر آنکه هست لبخند‌ها و شادی هایِ بلند بیار.,شب یلدا
شب یلدا یعنی خزان غم‌انگیز دنیا گذشت، پس تنها نمان، با عزیزانت همراه باش و پا به پای ایشان شادی کن. عزیزترینم! برایت شادترین یلدا را طلب می‌کنم.,شب یلدا
باور به نور و روشنایی است که شام تیره از دل شب یلدا جشن مهر و روشنایی به ما هدیه میدهد,شب یلدا
شب یلداست شبی که در آن انار محبت دانه می شود و سرخی عشق و عاطفه، نثار کاسه های لبریز از شوق ما؛ شبی که طراوت هندوانه های تازه تابستان به سرمای دستان زمستان هدیه می شود و داغی نگاه های زیبای بزرگ ترها در چشمان کودکان اوج می گیرد و بالا می رود. در ازدحام بشقاب های کوچک بلور، شیرینی صمیمیت ها و یکدلی ها، تقسیم می شود و کام های همه را شیرین می کند.,شب یلدا
از یلدا بپرس که طولانی بودن یک عشق چگونه ممکن است، آنگاه رو به سوی من کن تا یلدا را عاشقانه به تو تبریک گویم.,شب یلدا
هندوانه رویاهایتان شیرین انار موفقیت هایتان پر دانه پسته ی خاطراتتان خندان قصه ی زندگیتان خوش و عمرتان چون یلدا بلند باد,شب یلدا
به گمانم تو اگر بودی و این فاصله ها کمتر بود، آسمان آبی تر حال من بهتر بود، روزگار است دگر نه به صبحش امید نه دلِ شب زده ام آرام است آنچه هست، تلخی و دلواپسی و اندکی از ذوق نوشتن که درونم مانده روزگارم یلداست یلدا مبارک,شب یلدا
بیا ماه منو یلدای من باش شب برفی دی ماه من باش بیا زیباترین مجنون این شب یه عمری با منو لیلای من باش یلداتون پیش پیش مبارک,شب یلدا
یلدا شب جوانه زدن امید در دل های نا امید است اگرچه طولانی و سرد است اما امید به طلوع خورشید در دلش موج می زند,شب یلدا
اینجا رادیو دل است، صدای مرا از عمق قلبم می شنوید این یک پیامک نیست، یک احساس پاک است که می گوید: فراموشی در مرام ما نیست بلندی یلدا فقط یک دقیقه است، اما ارادت ما به شما بی انتهاست,شب یلدا
الهی در این شب یلدا هندوانه ات شیرین و دانه های انارت سرخ سرخ دستانت گرم گرم و دلت پر از امید باشد الهی غم نبینی و شادی همسایه دیوار به دیوارت باشه یلدا مبارک,شب یلدا
یک پاییز دیگه هم اومد و رفت جهان عوض نشد اما دوست داشتنت کهنه تر و شیرین تر شد مهربونم عمر شادی هایت به بلندی یلدا,شب یلدا
عمرتون صد شب یلدا دلتون قدر یه دنیا توی این شبهای سرما یادتون همیشه با ما دل خوش باشه نصیبت غم بمونه واسه فردا,شب یلدا
یلدا یعنی بهانه ای برای در کنار هم شاد بودن و زندگی یعنی همین بهانه های کوچک گذرا پیشاپیش شب یلدا مبارک,شب یلدا
بلندترین شب سال هم خورشید را ملاقات خواهد کرد و این یعنی بوسه گرم خداوند بر صورت زندگی وقتی همه چیز یخ می زند. یلدا مبارک,شب یلدا
قدمی مانده به یلدا به شب خاطره انگیز و بلند به سپیدی زمستان و اناری که دلش قصه ی یکرنگی هاست یلدا یتان مبارک,شب یلدا
آری خورشید ثابت کرد حتی طولانی ترین شب نیز با اولین تیغ درخشان نور به پایان می رسد ، حتی اگر به بلندای یلدا باشد بیدار و امیدوار باش خورشیدی در راه است,شب یلدا
امشب، میوه سربسته حرف‌هایمان را روبه‌روی هم می‌گذاریم تا طعم شیرین دوستی را به کام زمستانی روزگار بچشانیم.,شب یلدا
تنها چند دقیقه ناقابل مى تواند از یک شب عادى، شب یلدا بسازد ولى با هم بودن است که آن را نیک نام کرده و در تاریخ ماندگار شده است,شب یلدا
پاییزی را دوست دارم که بارانش فقط برای شستن غم‌هایت باشد پاییز روبه‌اتمام است، ازته‌دل سپیدی و زیبایی و آرامش برف زمستان را آرزو دارم تا با گرمای قلب پاکت برایت دلنشین باشد. یلدا مبارک,شب یلدا
طولانی‌ترین شب سال باور به نور و روشنایی است، که شام تیره، از دل شب یلدا جشن مهر و روشنایی به ما هدیه می‌دهد یلدایتان مبارک,شب یلدا
یادمان باشد با آمدن زمستان، اجاق خاطره‌ها را روشن بگذاریم تا دچار سردی فاصله‌ها نشویم یلدا مبارک,شب یلدا
بهتر از اینکه خودش پنجره باز اتاقت باشد شب، محتاج نگاهت باشد خلق، لبریز دعایت باشد و دلت تا به ابد وصل خدایی باشد که همین نزدیکیست یلدا بر شما مبارک,شب یلدا
شب یلدا شد و میلاد خوش ایزد مهر زایش نور از این ظلمت تاریک سپهر شب یلدا شد و بر سفره دل باده عشق رخ معشوقه و مدهوشی دلداه عشق شب یلدایتان پرستاره و پر خاطره باد,شب یلدا
یلدا، دختر سیاه موی بلند بالا، یادگار نام وطن میوه پائیز ایران و عروس زمستان، در راه است او را بر سفره مهر بنشانیم و با نسل فردا پیوندش دهیم ایرانی بودن را فراموش نکنیم. یلدا مبارک باد,شب یلدا
یلدا، تو که مى آیى، طعم گرم و صمیمى گرد هم آمدن خانواده ها را دوباره مى توان حس کرد پیشاپیش شب یلدا مبارک,شب یلدا
باور به نور و روشنایی است ، که شام تیره ،از دل شب یلدا جشن مهر و روشنایی به ما هدیه میدهد یلدایتان مبارک,شب یلدا
یلداست، بگذاریم هر چه تاریکی هست هرچه سرما و خستگی هست تا سحر از وجودمان رخت بربندد امشب بیداری را پاس داریم تا فردایی روشن راهی دراز باقیست شب یلدا مبارک,شب یلدا
بین چگونه قناری ز شوق می لرزد نترس از شب یلدا بهار آمدنی است,شب یلدا
پاییز ثانیه ثانیه می گذرد، یادت نرود این جا کسی هست که به اندازه تمام برگ های رقصان پاییز برایت آرزوهای خوب دارد. عمرت یلدایی، دلت دریایی، روزگارت بهاری پیشاپیش یلدای تان مبارک باد,شب یلدا
شب یلدا شب بزم و سرور است شبی طولانی و غمها بدور است شباهنگام تا وقت سحرگاه بساط خنده و شادی چه جوراست یلدا مبارک,شب یلدا
یک قدم مانده به یلدا به شبی خاطره انگیز و بلند به سفیدی زمستان و اناری که دلش قصه یک رنگیست یلداتون مبارک,شب یلدا
میان همهمه برگ های خشک پاییز فقط تو ماندی که هنوز از بهار لبریزی روزهای آخر پاییزت پر از خش خش آرزوهای قشنگ پیشاپیش یلدا مبارک,شب یلدا
همه لحظه های پایانی پاییزت ، پر از خش خش آرزوهای قشنگ یلدا مبارک.,شب یلدا
محفل آریائی تان طلائی، دل های تان دریائی شادی های تان یلدائی، پیشاپیش مبارک باد این شب اهورائی,شب یلدا
یلدا، مجالى است براى تکرار هر آنچه روزگارى سرمشق خوبى هایمان بوده اند و امروز بر روى طاقچه عادت هایمان غبار مى گیرند. شب یلدا مبارک,شب یلدا
شب یلدا ز راه آمـــــــــــد دوبـــــــــاره بگیر ای دوست از غمهـــــــا کناره شب شادی وشـــور و مهربانی است زمـــــــان همدلی و همزبانی است,شب یلدا
مشترک گرامی تاریخ شارژ ارادت ما به شما تا وقتی نفس باقی است اعتباردارد همراه آخر,رفاقت
همیشه لبخند را به لب من می آوری حتی وقتی فرسنگ ها از من دوری همیشه در قلبمی هیچ وقت جدا نخواهی شد داشتن دوستی مانند تو، به شدت شیرین و حقیقی است,رفاقت
دوستی فصل قشنگیست پر از لاله سرخ دوستی تلفیق شعور من و توست دوستی رنگ قشنگیست به رنگ خدا دوستی حس عجیبیست میان من و تو,رفاقت
هی رفیق من، بدون چتر کنار من قدم نزن چون خیس دلتنگی من می شوی دنیای من بسیار ابری تر از چیزی است که فکرش را کنی,رفاقت
نفس شروع زندگیست عشق قسمتی از زندگیست اما دوست خوب قلب زندگیست,رفاقت
در رفاقت رسم ما جان دادن است هر قدم را صد قدم پس دادن است هرکه بر ما تب کند جان می دهیم ناز او را هرچه باشد می خریم,رفاقت
سلامتی اون رفیقـی که مجازیه اما یه جوری برات سنگ صبوره که هیچکدوم از رفیقای واقعیت به گرد پاش هم نمی رسن,رفاقت
من از میان واژه‌های زلال، دوستی را برگزیده‌ام؛ آن‌ جا که برف‌ های تنهایی آب می‌ شوند در صدای تابستانی یک دوست,رفاقت
ای دوست به خدا دوری تو دشوار است بی تو از گردش ایام دلم بیزار است بی توای مونس جان، دل ز غمت می‌سوزد دل افسرده من طالب یک دیدار است,رفاقت
دو چیز هیچ وقت از یاد آدما نمیره دوستای خوب و روزهای خوب یه چیز هم هیچ وقت از دل آدم نمیره روزهای خوبی که با دوستای خوب گذشت,رفاقت
بهترین دوستان تا پایان در کنار هم هستند آن ها مانند خط مستقیمی هستند که منحرف نمی شوند آن ها تا ابد به هم اعتماد می کنند مهم نیست که از هم دور باشید یا در کنار هم زمانی که می افتی کمک می کنند تا بلند شوی دوستان واقعی تو بهترین ها هستند,رفاقت
رفــــیــــق مـبـادا گـرفـتـه بـاشـی کــه شـهـری را بـه نـمـاز آیـــات وا مــیــدارم,رفاقت
به سلامتی اون رفیقی که خدا هیچی بهش نداده به جز مرام و معرفت,رفاقت
رفیق صمیمی من! از چهار راه قلبم عبور کردی و هیچ به چراغ قلبم توجه نکردی اما بدان پلیس قلبم تو را تعقیب خواهد کرد و برگه ی دوستت دارم مرا ، زیر برف پاکن های دلت خواهد گذاشت,رفاقت
آرزو میڪنم بهترین معـمارِ زندگیتـ بـاشی سـتونِ خانـه ات همـه ازعشق و برڪت ســقفِ خـانـه اتـ بلـوری و شـفاف فـضای خـانـه ات همیشـه پـُراز مـهر بـاد,رفاقت
حکایت رفاقت حکایت سنگهای کنار ساحله اول یکی یکی جمع شون میکنی تو بغلت بعدش یکی یکی پرت شون میکنی تو آب اما بعضی وقتها یک سنگهای قیمتی گیرت میاد که هیچ وقت نمی تونی پرت شون کنی,رفاقت
